person_age,person_gender,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_VENTURE,log_person_income,log_loan_amnt,whole_loan_percent_income,loan_credit,interest_burden,employment_experience_ratio,interest_per_credit_score,default_interest_interaction,high_loan_burden,high_interest_rate,annual_interest_amount,young_applicant,low_income_applicant,high_income_applicant,short_credit_history,loan_status
24.0,0,112996.0,2,6400.0,13.23,0.06,3.0,534,1,0,1,0,0,0,0,0,0,0,0,0,1,11.635116548669489,8.764209507142004,0.008059754327586818,4.303908810931361,0.7938,0.3333333333333333,0.02477528085248075,13.23,0,1,846.72,1,0,1,0,0
22.0,0,132755.0,1,6400.0,9.32,0.05,4.0,568,1,1,0,0,0,0,0,0,0,0,0,1,0,11.796268135822912,8.764209507142004,0.004975179842567135,2.8259021505781323,0.466,0.25,0.016408450675337236,9.32,0,0,596.48,1,0,1,0,0
25.0,0,65844.0,4,6000.0,6.17,0.09,4.0,664,0,1,0,0,0,1,0,0,0,1,0,0,0,11.09505877414432,8.699681400989514,0.006533624931656643,4.338326954620011,0.5553,0.5714285714285714,0.009292168660704566,0.0,0,0,370.2,0,0,0,0,0
25.0,1,133790.0,3,6400.0,13.67,0.05,3.0,655,0,0,1,0,0,0,0,0,0,0,0,0,1,11.804034159839912,8.764209507142004,0.007017564840421557,4.596504970476119,0.6835,0.42857142857142855,0.020870228975770642,0.0,0,1,874.88,0,0,1,0,0
24.0,1,135523.0,3,6400.0,6.62,0.05,2.0,672,1,0,0,0,0,0,0,0,0,0,1,0,0,11.8169040253889,8.764209507142004,0.0035985035750389235,2.4181944024261566,0.331,0.5,0.009851190461530967,6.62,0,0,423.68,1,0,1,1,0
22.0,0,65405.0,0,13200.0,9.99,0.2,4.0,653,0,0,0,0,0,1,0,0,1,0,0,0,0,11.088369276356413,9.488047863280759,0.022179955660882194,14.483511046556073,1.9980000000000002,0.0,0.015298621722360458,0.0,1,0,1318.68,1,0,0,0,0
22.0,1,65663.0,0,12000.0,12.23,0.18,3.0,693,0,0,1,0,0,1,0,0,0,1,0,0,0,11.092306109090387,9.392745258631441,0.024177999786790125,16.755353852245555,2.2014,0.0,0.017647907622441693,0.0,1,0,1467.6,1,0,0,0,0
23.0,1,58716.0,4,1400.0,14.83,0.02,2.0,701,0,0,1,0,0,1,0,0,0,0,0,1,0,10.980484572065007,7.244941546337007,0.0037744396757272295,2.645882212684788,0.29660000000000003,0.8,0.0211554921238866,0.0,0,1,207.62,1,0,0,1,1
24.0,0,94130.0,6,6800.0,10.99,0.07,3.0,597,1,1,0,0,0,0,0,0,1,0,0,0,0,11.452442708090487,8.824824939175638,0.008661638159991502,5.170997981514927,0.7693000000000001,1.0,0.018408710186920085,10.99,0,0,747.32,1,0,0,0,0
24.0,0,65975.0,2,4000.0,9.99,0.06,4.0,611,1,0,0,0,0,1,0,0,0,0,1,0,0,11.097046318513192,8.294299608857235,0.006663129973474801,4.071172413793104,0.5994,0.3333333333333333,0.016350245472421858,9.99,0,0,399.6,1,0,0,0,0
26.0,1,65862.0,4,10000.0,8.88,0.15,4.0,652,1,0,1,0,0,1,0,0,0,1,0,0,0,11.095332106062079,9.210440366976517,0.015001062828338043,9.780692964076405,1.332,0.5,0.013619631880951485,8.88,0,0,888.0000000000001,0,0,0,0,0
24.0,1,90080.0,2,6800.0,20.0,0.08,2.0,666,0,0,0,0,0,0,0,0,1,0,0,0,0,11.408464544555239,8.824824939175638,0.015852575488454708,10.557815275310835,1.6,0.3333333333333333,0.030030029984939897,0.0,0,1,1360.0,1,0,0,1,1
26.0,1,58902.0,7,5000.0,7.14,0.08,2.0,579,0,1,0,0,0,1,0,0,0,0,0,1,0,10.983647302128675,8.517393171418904,0.00690978235034464,4.0007639808495465,0.5712,0.875,0.012331606196318469,0.0,0,0,357.0,0,0,0,1,1
26.0,0,105936.0,4,6800.0,12.99,0.06,3.0,681,1,1,0,0,0,0,0,0,0,1,0,0,0,11.570599856781756,8.824824939175638,0.008980138951819967,6.115474626189397,0.7794,0.5,0.019074889839831292,12.99,0,0,883.32,0,0,1,0,0
23.0,1,66123.0,1,2700.0,11.86,0.04,3.0,600,1,0,0,0,0,1,0,0,0,0,0,1,0,11.099287046172902,7.901377353792616,0.005251122907309106,3.1506737443854633,0.4744,0.2,0.019766666633722223,11.86,0,0,320.22,1,0,0,0,0
22.0,0,65908.0,1,4000.0,13.98,0.06,4.0,587,0,1,0,0,0,1,0,0,0,0,0,1,0,11.096030281727145,8.294299608857235,0.009091460824179158,5.336687503793166,0.8388,0.25,0.023816013588047677,0.0,0,1,559.2,1,0,0,0,0
23.0,1,149673.0,1,6800.0,6.03,0.05,2.0,671,0,1,0,0,0,0,0,0,1,0,0,0,0,11.916214874628759,8.824824939175638,0.003193896026671477,2.143104233896561,0.30150000000000005,0.2,0.008986587169915667,0.0,0,0,410.04,1,0,1,1,0
24.0,1,29863.0,0,6825.0,5.42,0.23,4.0,644,1,0,1,0,0,0,0,0,0,0,0,1,0,10.30440902059442,8.828494129466652,0.01467250443692864,9.449092857382045,1.2466,0.0,0.008416149055254427,5.42,0,0,369.915,1,1,0,0,0
26.0,1,44903.0,2,6825.0,7.49,0.15,2.0,609,0,1,0,0,0,0,0,0,0,0,0,0,1,10.712282156622035,8.828494129466652,0.012904315969979735,7.858728425717659,1.1235,0.25,0.012298850554517488,0.0,0,0,511.1925,0,1,0,1,0
23.0,0,89015.0,2,6825.0,10.99,0.08,3.0,588,1,1,0,0,0,0,0,0,1,0,0,0,0,11.396571407837536,8.828494129466652,0.009193029264730663,5.405501207661629,0.8792,0.4,0.018690476158689667,10.99,0,0,750.0675,1,0,0,0,0
25.0,0,51196.0,2,6850.0,11.01,0.13,4.0,667,0,0,0,0,1,0,0,0,0,0,0,0,1,10.843436215560919,8.832149906002899,0.016069321822017344,10.718237655285568,1.4313,0.2857142857142857,0.01650674660193891,0.0,0,0,754.185,0,0,0,0,0
22.0,1,57573.0,3,6850.0,10.65,0.12,4.0,668,0,1,0,0,0,0,0,0,1,0,0,0,0,10.96082635588846,8.832149906002899,0.0138610980841714,9.259213520226496,1.278,0.75,0.015943113748588155,0.0,0,0,729.525,1,0,0,0,1
25.0,1,69592.0,4,6850.0,11.01,0.1,4.0,574,1,0,0,0,0,0,0,0,0,0,0,1,0,11.150419266551891,8.832149906002899,0.011821545579951718,6.785567162892286,1.101,0.5714285714285714,0.019181184635572848,11.01,0,0,754.185,0,0,0,0,0
23.0,0,65923.0,4,10000.0,11.49,0.15,4.0,667,0,0,1,0,0,1,0,0,0,1,0,0,0,11.09625784235407,9.210440366976517,0.018946346495153435,12.637213112267341,1.7235,0.8,0.017226386780770035,0.0,1,0,1149.0,1,0,0,0,0
22.0,0,73025.0,0,6850.0,7.14,0.09,2.0,630,0,0,0,0,0,0,0,0,0,1,0,0,0,11.198570821102612,8.832149906002899,0.007635604245121534,4.810430674426566,0.6426,0.0,0.011333333315343915,0.0,0,0,489.09,1,0,0,1,0
25.0,1,97337.0,3,6875.0,11.86,0.07,2.0,590,1,0,1,0,0,0,0,0,0,0,0,1,0,11.485944736638453,8.83579236650274,0.009083133854546576,5.35904897418248,0.8302,0.42857142857142855,0.020101694881183567,11.86,0,0,815.375,0,0,1,1,0
24.0,1,65787.0,3,15600.0,13.61,0.24,4.0,581,1,0,0,0,0,1,0,0,0,0,0,1,0,11.09419272986116,9.65509029374725,0.034644534634502254,20.12847462264581,3.2663999999999995,0.5,0.023425129047461052,13.61,1,1,2123.16,1,0,0,0,0
22.0,0,34425.0,2,6900.0,9.99,0.2,3.0,639,0,0,1,0,0,0,0,0,1,0,0,0,0,10.446567371831451,8.839421607620602,0.022027886710239652,14.075819607843137,1.9980000000000002,0.5,0.015633802792435363,0.0,1,0,689.31,1,1,0,0,0
24.0,0,40223.0,2,6900.0,17.56,0.17,3.0,583,0,0,1,0,0,0,0,0,0,0,1,0,0,10.602219111389974,8.839421607620602,0.03183850036049026,18.561845710165823,2.9852,0.3333333333333333,0.03012006855897072,0.0,1,1,1211.6399999999999,1,1,0,0,1
24.0,1,57851.0,4,6900.0,9.88,0.12,2.0,539,1,0,0,0,0,0,0,0,0,0,0,1,0,10.965643304193623,8.839421607620602,0.012976785189538643,6.994487217161328,1.1856,0.6666666666666666,0.018330241153376177,9.88,0,0,681.72,1,0,0,1,0
25.0,1,70728.0,3,6900.0,7.66,0.1,4.0,547,1,0,0,0,0,0,0,0,0,0,0,0,1,11.166610951657786,8.839421607620602,0.008448422124194097,4.6212869019341705,0.766,0.42857142857142855,0.014003656281528965,7.66,0,0,528.54,0,0,0,0,0
23.0,1,65448.0,2,6000.0,7.51,0.09,3.0,629,0,1,0,0,0,0,0,1,0,0,0,0,1,11.089026492382516,8.699681400989514,0.0078016134946828014,4.907214888155482,0.6759,0.4,0.011939586626487144,0.0,0,0,450.6,1,0,0,0,0
23.0,1,58629.0,0,16800.0,14.59,0.29,2.0,603,0,0,0,0,0,1,0,0,1,0,0,0,0,10.97900178995826,9.729193687429403,0.04467277285984752,26.937682034488056,4.2311,0.0,0.024195688185413452,0.0,1,1,2451.12,1,0,0,1,1
26.0,1,65673.0,4,10000.0,7.51,0.15,3.0,610,1,0,0,0,0,1,0,0,0,0,1,0,0,11.092458387943717,9.210440366976517,0.012958141092991031,7.904466066724529,1.1264999999999998,0.5,0.012311475389653319,7.51,0,0,751.0,0,0,0,0,0
25.0,0,65561.0,1,16000.0,11.01,0.24,4.0,660,0,0,0,0,1,1,0,0,0,0,0,0,0,11.0907515387988,9.680406499268875,0.02931010814356096,19.344671374750234,2.6424,0.14285714285714285,0.0166818181565427,0.0,1,0,1761.6,0,0,0,0,0
23.0,0,65821.0,1,10000.0,9.88,0.15,2.0,632,0,0,1,0,0,1,0,0,0,0,0,0,1,11.09470940793663,9.210440366976517,0.016529678977833823,10.446757113990977,1.482,0.2,0.015632911367669446,0.0,0,0,988.0000000000001,1,0,0,1,0
21.0,1,30733.0,0,6925.0,11.71,0.23,3.0,629,0,1,0,0,0,0,0,0,0,1,0,0,0,10.333124812615278,8.843037724962366,0.02863916636839879,18.01403564572284,2.6933000000000002,0.0,0.018616852116666374,0.0,1,0,810.9175,1,1,0,0,0
26.0,0,65927.0,3,14000.0,7.88,0.21,3.0,642,0,0,0,0,1,1,0,0,0,0,0,0,0,11.096318516443219,9.546884034617925,0.018857220865502754,12.106335795652768,1.6547999999999998,0.375,0.012274143283062082,0.0,1,0,1103.2,0,0,0,0,0
26.0,1,41510.0,1,6925.0,15.99,0.17,3.0,561,0,1,0,0,0,0,0,0,1,0,0,0,0,10.633713731337494,8.843037724962366,0.02834395326427367,15.90095778125753,2.7183,0.125,0.02850267374598454,0.0,1,1,1107.3075,0,1,0,0,1
22.0,0,94757.0,0,6925.0,9.62,0.07,4.0,625,1,0,0,0,0,0,0,0,0,0,0,0,1,11.459081552098109,8.843037724962366,0.0077612735734563145,4.850795983410197,0.6734,0.0,0.015391999975372798,9.62,0,0,666.185,1,0,0,0,0
21.0,1,58454.0,0,3500.0,10.25,0.06,3.0,618,0,1,0,0,0,1,0,0,0,1,0,0,0,10.976012506440918,8.160803920954665,0.006736065966400931,4.162888767235775,0.615,0.0,0.016585760490961554,0.0,0,0,358.75,1,0,0,0,1
21.0,0,65675.0,0,10000.0,11.01,0.15,4.0,656,1,0,0,0,0,1,0,0,0,0,0,0,0,11.09248884093192,9.210440366976517,0.018287019413779977,11.996284735439666,1.6515,0.0,0.016783536559781195,11.01,1,0,1101.0,1,0,0,0,0
26.0,1,65759.0,4,10800.0,7.88,0.16,3.0,691,1,1,0,0,0,1,0,0,0,0,0,0,0,11.093767029730062,9.287394001418473,0.014584163384479692,10.077656898675468,1.2608,0.5,0.011403762646304251,7.88,0,0,851.04,0,0,0,0,0
22.0,1,30996.0,0,7000.0,13.85,0.23,3.0,582,1,1,0,0,0,0,0,0,0,0,0,0,0,10.34164570459081,8.853808274977197,0.03353658536585366,19.51829268292683,3.1855,0.0,0.02379725081821778,13.85,1,1,969.5,1,1,0,0,0
24.0,1,66162.0,1,1200.0,13.11,0.02,3.0,686,0,0,1,0,0,0,0,1,0,1,0,0,0,11.099876673288643,7.0909098220799835,0.0025591729391493605,1.7555926362564613,0.2622,0.16666666666666666,0.01911078714415337,0.0,0,1,157.32,1,0,0,0,0
21.0,0,65368.0,0,13000.0,7.51,0.2,4.0,580,1,0,0,0,0,1,0,0,0,0,0,0,1,11.08780341895267,9.472781556562168,0.01692418308652552,9.8160261901848,1.502,0.0,0.01294827583974435,7.51,0,0,976.3,1,0,0,0,0
22.0,0,31004.0,0,7000.0,12.87,0.23,2.0,685,1,0,1,0,0,0,0,0,0,0,0,1,0,10.341903760783978,8.853808274977197,0.031315314153012516,21.450990194813574,2.9600999999999997,0.0,0.018788321140455005,12.87,1,0,900.9,1,1,0,1,0
25.0,1,32252.0,3,7000.0,6.92,0.22,3.0,678,1,0,1,0,0,0,0,0,1,0,0,0,0,10.381366341153338,8.853808274977197,0.01718963165075034,11.65457025920873,1.5224,0.42857142857142855,0.010206489660462404,6.92,1,0,484.4,0,1,0,0,0
24.0,0,66079.0,0,10000.0,10.99,0.15,3.0,665,0,1,0,0,0,0,0,1,0,0,0,0,0,11.098621408194859,9.210440366976517,0.01814494771409979,12.066390229876362,1.6485,0.0,0.01652631576462208,0.0,1,0,1099.0,1,0,0,0,0
22.0,1,65671.0,1,9000.0,7.51,0.14,3.0,485,1,0,0,0,0,1,0,0,0,0,0,0,0,11.092427934028102,9.105090961257085,0.011662682158030182,5.6564008466446385,1.0514000000000001,0.25,0.015484536050547348,7.51,0,0,675.9,1,0,0,0,0
25.0,1,65811.0,5,8000.0,11.83,0.12,3.0,658,0,1,0,0,0,0,0,1,0,0,1,0,0,11.09455747150654,8.987321812850125,0.015596176930908206,10.2622844205376,1.4196,0.7142857142857143,0.017978723376932033,0.0,0,0,946.4,0,0,0,0,0
24.0,1,65918.0,1,8525.0,8.59,0.13,4.0,605,1,0,0,0,0,1,0,0,0,0,0,1,0,11.096181994565377,9.050875597325156,0.012402492490670226,7.503507956855486,1.1167,0.16666666666666666,0.014198347083969673,8.59,0,0,732.2975,1,0,0,0,0
21.0,1,32432.0,0,7000.0,14.84,0.22,3.0,638,0,1,0,0,0,0,0,0,0,0,0,0,0,10.386931701960881,8.853808274977197,0.03418845584607795,21.81223482979773,3.2648,0.0,0.02326018805131632,0.0,1,1,1038.8,1,1,0,0,1
24.0,0,66012.0,5,8700.0,7.05,0.13,4.0,690,0,0,1,0,0,1,0,0,0,0,0,0,1,11.097606971309549,9.071193240566025,0.010609434648245774,7.320509907289584,0.9165,0.8333333333333334,0.010217391289540013,0.0,0,0,613.35,1,0,0,0,0
23.0,1,32492.0,0,7000.0,7.4,0.22,2.0,578,1,1,0,0,0,0,0,0,0,0,0,1,0,10.388779960503847,8.853808274977197,0.018096762279945833,10.459928597808691,1.6280000000000001,0.0,0.012802768143939849,7.4,1,0,518.0,1,1,0,1,0
23.0,1,33304.0,0,7000.0,13.79,0.21,2.0,594,1,0,1,0,0,0,0,0,0,0,0,0,0,10.41346281484728,8.853808274977197,0.03108635599327408,18.465295460004803,2.8958999999999997,0.0,0.0232154881764049,13.79,1,1,965.3,1,1,0,1,0
24.0,0,65899.0,0,9000.0,11.14,0.14,4.0,653,0,0,0,0,0,1,0,0,0,0,0,1,0,11.095893720490599,9.105090961257085,0.01657991775292493,10.82668629265998,1.5596000000000003,0.0,0.01705972432303258,0.0,0,0,1002.6,1,0,0,0,0
21.0,1,34055.0,0,7000.0,5.99,0.21,2.0,650,1,0,0,0,1,0,0,0,0,1,0,0,0,10.435761507507989,8.853808274977197,0.014367934224049332,9.339157245632066,1.2579,0.0,0.009215384601207102,5.99,0,0,419.3,1,1,0,1,0
24.0,0,65764.0,4,3000.0,7.05,0.05,2.0,709,1,0,0,0,1,1,0,0,1,0,0,0,0,11.093843060902879,8.006700845440367,0.003672221884313606,2.6036053159783465,0.35250000000000004,0.6666666666666666,0.00994358249655348,7.05,0,0,211.5,1,0,0,1,0
22.0,0,66013.0,1,7000.0,8.94,0.11,2.0,577,0,1,0,0,0,1,0,0,0,0,0,0,0,11.09762211972616,8.853808274977197,0.010540348113250421,6.081780861345493,0.9833999999999999,0.25,0.015493934115261811,0.0,0,0,625.8,1,0,0,1,0
24.0,0,34285.0,2,7000.0,15.62,0.2,4.0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,10.442492386567427,8.853808274977197,0.03393320694181129,20.02059209566866,3.124,0.3333333333333333,0.026474576226314276,0.0,1,1,1093.4,1,1,0,0,1
22.0,1,58543.0,0,12000.0,16.0,0.2,4.0,571,0,0,0,0,0,1,0,0,0,1,0,0,0,10.977533887258987,9.392745258631441,0.034846181439283946,19.897169601831134,3.2,0.0,0.028021015712747784,0.0,1,1,1920.0,1,0,0,0,1
23.0,1,65909.0,3,3000.0,11.01,0.05,3.0,700,1,1,0,0,0,1,0,0,1,0,0,0,0,11.096045454046765,8.006700845440367,0.005466628229832041,3.8266397608824287,0.5505,0.6,0.01572857140610204,11.01,0,0,330.3,1,0,0,0,0
26.0,1,65740.0,4,9000.0,8.94,0.14,4.0,706,1,0,0,0,1,1,0,0,1,0,0,0,0,11.09347805854152,9.105090961257085,0.013608153331305141,9.607356251901429,1.2516,0.5,0.012662889500477493,8.94,0,0,804.6,0,0,0,0,0
25.0,1,33803.0,2,7000.0,9.76,0.21,4.0,654,1,0,0,0,0,0,0,0,0,0,0,1,0,10.428334417664374,8.853808274977197,0.022282045972250985,14.572458065852144,2.0496,0.2857142857142857,0.01492354737779274,9.76,1,0,683.2,0,1,0,0,0
23.0,0,34235.0,0,7000.0,10.62,0.2,2.0,620,1,0,0,0,0,0,0,0,0,1,0,0,0,10.4410330010015,8.853808274977197,0.023759310646998686,14.730772601139185,2.124,0.0,0.017129032230437043,10.62,1,0,743.4,1,1,0,1,0
23.0,0,65519.0,0,13650.0,11.01,0.21,2.0,609,0,0,0,0,0,1,0,0,0,1,0,0,0,11.090110718526951,9.521568058002977,0.025021215220012515,15.237920068987622,2.3121,0.0,0.018078817704304077,0.0,1,0,1502.865,1,0,0,1,0
23.0,0,34638.0,0,7000.0,7.88,0.2,4.0,594,1,0,1,0,0,0,0,0,1,0,0,0,0,10.452735493899395,8.853808274977197,0.017945608868872337,10.659691668110169,1.576,0.0,0.013265993243659943,7.88,1,0,551.6,1,1,0,0,0
23.0,1,66221.0,0,2800.0,14.42,0.04,3.0,652,1,0,1,0,0,0,0,1,1,0,0,0,0,11.10076801300094,7.937731775260109,0.006519986107126138,4.251030941846242,0.5768,0.0,0.022116564383256803,14.42,0,1,403.76,1,0,0,0,0
25.0,1,34898.0,5,7000.0,10.0,0.2,3.0,634,1,0,1,0,0,0,0,0,1,0,0,0,0,10.460213454484876,8.853808274977197,0.022064301679179322,13.98876726459969,2.0,0.7142857142857143,0.015772870637582224,10.0,1,0,700.0,0,1,0,0,0
26.0,0,35554.0,5,7000.0,6.92,0.2,3.0,568,1,1,0,0,0,0,0,0,0,0,0,1,0,10.478836072317618,8.853808274977197,0.015593182201721326,8.856927490577712,1.3840000000000001,0.625,0.012183098570100179,6.92,0,0,484.4,0,1,0,0,0
23.0,1,65805.0,0,13500.0,9.63,0.21,2.0,550,1,1,0,0,0,1,0,0,0,0,0,1,0,11.094466298566607,9.510519035757246,0.021807613403236836,11.99418737178026,2.0223,0.0,0.0175090908772562,9.63,1,0,1300.0500000000002,1,0,0,1,0
23.0,0,35307.0,1,7000.0,12.73,0.2,2.0,657,1,1,0,0,0,0,0,0,1,0,0,0,0,10.471864846140123,8.853808274977197,0.027221230917381822,17.884348712719856,2.5460000000000003,0.2,0.01937595126426796,12.73,1,0,891.1,1,1,0,1,0
26.0,0,35426.0,0,7000.0,5.42,0.2,4.0,613,0,0,1,0,0,0,0,0,0,0,0,1,0,10.47522952026939,8.853808274977197,0.012685598148252696,7.7762716648789025,1.084,0.0,0.00884176181265618,0.0,0,0,379.4,0,1,0,0,0
23.0,0,35205.0,2,7000.0,7.49,0.2,4.0,588,1,0,0,0,0,0,0,0,0,0,0,1,0,10.468971801605917,8.853808274977197,0.01688112484022156,9.926101406050277,1.4980000000000002,0.4,0.012738095216431811,7.49,0,0,524.3,1,1,0,0,0
23.0,0,37092.0,0,7000.0,12.69,0.19,2.0,584,1,0,1,0,0,0,0,0,0,0,0,0,1,10.521183551548075,8.853808274977197,0.025835759732556886,15.088083683813222,2.4111,0.0,0.021729452017586554,12.69,1,0,888.3,1,1,0,1,0
22.0,1,36908.0,0,7000.0,8.9,0.19,4.0,658,1,1,0,0,0,0,0,0,0,0,0,1,0,10.516210702728278,8.853808274977197,0.018776417036956757,12.354882410317547,1.691,0.0,0.013525835845705417,8.9,1,0,623.0,1,1,0,0,0
21.0,0,37353.0,0,7000.0,10.99,0.19,2.0,608,0,0,0,0,1,0,0,0,0,0,0,0,0,10.528195279873552,8.853808274977197,0.02246941343399459,13.661403367868711,2.0881,0.0,0.01807565786500714,0.0,1,0,769.3,1,1,0,1,1
21.0,0,65525.0,0,8000.0,11.36,0.12,2.0,695,1,0,0,0,1,1,0,0,0,0,0,1,0,11.090202289425783,8.987321812850125,0.01509042350247997,10.48784433422358,1.3632,0.0,0.01634532371748874,11.36,0,0,908.8,1,0,0,1,0
22.0,1,36699.0,0,7000.0,16.49,0.19,3.0,638,0,0,0,0,1,0,0,0,1,0,0,0,0,10.510532034042662,8.853808274977197,0.03336058203220796,21.28405133654868,3.1330999999999998,0.0,0.025846394943814424,0.0,1,1,1154.3,1,1,0,0,1
26.0,1,65999.0,6,5000.0,7.51,0.08,3.0,651,1,0,0,0,1,0,0,1,0,1,0,0,0,11.097410021008562,8.517393171418904,0.006447067379808785,4.197040864255519,0.6008,0.75,0.011536098292571278,7.51,0,0,375.5,0,0,0,0,0
24.0,1,66320.0,5,8000.0,8.63,0.12,4.0,626,0,0,0,0,1,1,0,0,0,0,0,0,0,11.102261868103218,8.987321812850125,0.011616405307599517,7.271869722557297,1.0356,0.8333333333333334,0.013785942469990509,0.0,0,0,690.4,1,0,0,0,0
22.0,0,36954.0,3,7000.0,9.62,0.19,4.0,647,0,0,1,0,0,0,0,0,0,0,0,1,0,10.517456235218987,8.853808274977197,0.020116902094495858,13.015635655138821,1.8277999999999999,0.75,0.014868624397420982,0.0,1,0,673.4,1,1,0,0,1
25.0,0,37218.0,1,7000.0,10.62,0.19,3.0,654,0,1,0,0,0,0,0,0,0,0,0,1,0,10.524574662559651,8.853808274977197,0.021855016389918856,14.293180719006932,2.0178,0.14285714285714285,0.016238532085262183,0.0,1,0,743.4,0,1,0,0,0
26.0,1,65988.0,3,7000.0,7.49,0.11,3.0,574,1,0,0,0,1,1,0,0,0,0,1,0,0,11.097243340451463,8.853808274977197,0.009006182942353155,5.169549008910711,0.8239000000000001,0.375,0.013048780465071812,7.49,0,0,524.3,0,0,0,0,0
25.0,1,37333.0,4,7000.0,7.74,0.19,2.0,571,0,0,0,0,0,0,0,0,0,0,0,1,0,10.527659718592542,8.853808274977197,0.0163876463182707,9.35734604773257,1.4706000000000001,0.5714285714285714,0.013555166351041741,0.0,0,0,541.8,0,1,0,1,0
22.0,1,36879.0,2,7000.0,17.58,0.19,2.0,524,0,0,0,0,0,0,0,0,0,0,0,1,0,10.51542467767053,8.853808274977197,0.035266682936088284,18.47974185851026,3.3402,0.5,0.033549618256584694,0.0,1,1,1230.6,1,1,0,1,1
22.0,1,65947.0,0,3500.0,6.39,0.05,2.0,554,1,1,0,0,0,1,0,0,1,0,0,0,0,11.09662183168107,8.160803920954665,0.003922088950217599,2.1728372784205496,0.3195,0.0,0.011534296008060836,6.39,0,0,223.65,1,0,0,1,0
26.0,1,37201.0,2,7000.0,10.71,0.19,4.0,674,1,1,0,0,0,0,0,0,0,0,0,1,0,10.524117802256896,8.853808274977197,0.022034353915217332,14.851154538856482,2.0349000000000004,0.25,0.015890207691557558,10.71,1,0,749.7,0,1,0,0,0
25.0,1,66043.0,0,8000.0,6.92,0.12,4.0,574,0,0,0,0,0,1,0,0,0,0,0,0,0,11.098076465551722,8.987321812850125,0.009593749526823432,5.50681222839665,0.8303999999999999,0.0,0.012055749107916814,0.0,0,0,553.6,0,0,0,0,0
21.0,1,37833.0,0,7000.0,7.29,0.19,2.0,610,1,0,1,0,0,0,0,0,1,0,0,0,0,10.54096344822561,8.853808274977197,0.015338461131816139,9.356461290407845,1.3851,0.0,0.01195081965253964,7.29,0,0,510.3,1,1,0,1,0
24.0,0,38027.0,2,7000.0,16.63,0.18,4.0,646,1,0,1,0,0,0,0,0,0,0,0,0,1,10.54607800947892,8.853808274977197,0.032453256896415705,20.964803955084545,2.9934,0.3333333333333333,0.025743034015877655,16.63,1,1,1164.1,1,1,0,0,0
25.0,0,38159.0,2,7000.0,7.51,0.18,4.0,651,1,0,1,0,0,0,0,0,0,1,0,0,0,10.549543125562224,8.853808274977197,0.015610996095285516,10.16275845803087,1.3518,0.2857142857142857,0.011536098292571278,7.51,0,0,525.7,0,1,0,0,0
26.0,1,38360.0,3,7000.0,11.01,0.18,2.0,675,1,0,0,0,1,0,0,0,0,1,0,0,0,10.554796597479278,8.853808274977197,0.021916058394160585,14.793339416058394,1.9817999999999998,0.375,0.016311111086946502,11.01,1,0,770.7,0,1,0,1,0
25.0,0,38120.0,3,7000.0,7.88,0.18,2.0,680,1,0,0,0,1,0,0,0,0,1,0,0,0,10.548520590372645,8.853808274977197,0.016306400839454355,11.088352570828961,1.4183999999999999,0.42857142857142855,0.011588235277076125,7.88,0,0,551.6,0,1,0,1,0
22.0,0,38686.0,0,7000.0,11.83,0.18,4.0,573,1,0,1,0,0,0,0,0,0,1,0,0,0,10.563258905272352,8.853808274977197,0.023215116579641214,13.302261800134415,2.1294,0.0,0.02064572422225877,11.83,1,0,828.1,1,1,0,0,0
21.0,1,39347.0,0,7000.0,11.49,0.18,2.0,652,1,0,1,0,0,0,0,0,0,0,0,0,1,10.580200426632649,8.853808274977197,0.02222024550791674,14.487600071161713,2.0682,0.0,0.017622699359474386,11.49,1,0,804.3,1,1,0,1,0
24.0,1,66465.0,0,12000.0,11.01,0.18,4.0,700,1,0,0,0,1,1,0,0,1,0,0,0,0,11.104445817701192,9.392745258631441,0.02168359286842699,15.178515007898895,1.9817999999999998,0.0,0.01572857140610204,11.01,1,0,1321.2,1,0,0,0,0
24.0,1,66414.0,2,3300.0,7.66,0.05,2.0,659,0,1,0,0,0,1,0,0,0,0,1,0,0,11.103678213566603,8.101980731853192,0.004303008401842985,2.835682536814527,0.383,0.3333333333333333,0.011623672213014155,0.0,0,0,252.78,1,0,0,1,0
24.0,0,59120.0,2,9800.0,15.7,0.17,2.0,545,0,0,0,0,0,1,0,0,1,0,0,0,0,10.987341470228692,9.19023970026918,0.027682679296346414,15.087060216508796,2.669,0.3333333333333333,0.02880733939668378,0.0,1,1,1538.6,1,0,0,1,1
25.0,0,66380.0,2,12000.0,9.63,0.18,4.0,623,0,0,0,0,1,1,0,0,0,0,1,0,0,11.10316614993904,9.392745258631441,0.019216631515516724,11.97196143416692,1.7334,0.2857142857142857,0.015457463859618839,0.0,1,0,1155.6000000000001,0,0,0,0,0
